investimento_marketing,preco_medicamento,mes,demanda
19098,77,9,20
20072,145,4,14
44290,860,10,307
20650,897,10,394
16115,480,11,164
6149,71,3,8
42992,754,4,284
18716,833,3,361
33188,894,3,358
14621,288,2,102
7820,115,6,18
48529,292,10,36
43800,342,6,68
31399,592,10,205
15002,852,4,371
44098,712,8,257
46511,152,6,55
29750,947,12,362
27074,108,8,14
18310,704,6,310
18006,843,9,348
10671,24,3,15
45345,376,3,91
28894,362,2,107
27193,223,10,39
11222,693,6,296
24786,592,7,238
32509,490,7,172
1386,483,5,215
2634,516,6,228
41878,721,7,278
5133,856,11,376
43144,82,2,71
39349,575,10,178
35735,258,12,9
22952,559,7,215
25816,217,1,43
22529,800,6,363
6767,702,8,320
42521,49,1,92
19383,685,1,286
5901,228,6,87
43889,82,5,62
15633,860,3,401
20163,76,10,32
11707,851,10,389
23576,739,7,296
19061,452,7,172
46101,327,7,43
45706,594,6,193
12548,779,4,359
16115,485,9,174
10843,672,12,283
37945,624,9,213
40979,126,7,55
41641,896,7,329
4841,619,8,267
7416,320,11,112
11633,639,5,256
38653,65,11,92
1594,96,9,24
15393,748,6,318
36380,188,7,10
46056,833,12,284
23743,148,7,7
32971,732,9,278
5861,727,7,326
38534,879,3,362
37126,287,6,54
15846,619,6,255
27177,784,11,304
34682,769,12,281
19228,604,7,246
35763,438,6,132
25009,889,4,366
1094,886,6,412
42452,180,3,13
16100,77,1,13
33917,403,1,143
18430,904,5,405
36571,822,11,292
25974,529,8,197
32129,449,3,147
48234,359,2,66
21860,597,8,252
8276,959,9,441
1551,45,9,8
49248,829,2,316
9486,608,12,244
18527,817,8,365
10745,391,2,168
42128,947,7,386
13997,55,8,12
19330,550,1,221
41078,809,8,291
39585,852,3,351
25829,844,1,367
44336,286,7,36
9070,813,10,356
2320,451,3,203
24507,38,8,79
39921,358,9,76
7589,159,2,38
28459,86,1,8
16589,843,8,366
37375,549,10,175
44085,388,6,92
44200,280,10,19
34168,643,1,242
27732,939,3,401
32511,993,9,397
23426,646,9,242
31982,697,6,263
17746,598,3,256
29514,786,8,316
4851,601,6,277
20796,991,1,437
11498,839,6,384
33852,222,5,22
35592,658,8,219
45845,954,2,374
16930,974,12,415
46317,429,7,83
43881,852,6,319
48900,99,1,48
42590,707,12,216
22159,132,8,1
30536,642,6,241
25252,840,3,365
25003,156,5,34
41186,664,7,245
36139,903,9,363
40836,859,4,335
23205,208,12,20
31523,296,2,75
45627,756,3,284
8464,122,7,31
18110,126,8,29
47316,594,5,194
8121,935,3,438
10840,973,1,451
38080,776,10,277
41768,192,1,12
10461,937,11,426
21927,864,2,394
25398,350,5,113
34086,741,3,295
16329,210,7,52
16791,689,2,312
15372,850,2,393
49703,244,3,0
28354,703,12,269
49469,342,1,76
45018,973,2,404
22537,527,5,175
35370,980,3,430
26405,567,11,201
42815,153,10,57
24703,56,6,53
16234,112,2,14
8532,94,8,1
41134,775,4,304
36416,202,3,34
7903,736,5,344
19242,478,8,182
14788,718,9,297
36249,697,1,274
35588,646,4,223
30513,428,6,132
44039,226,6,23
20542,264,9,78
33294,352,1,110
4684,692,5,329
24795,544,10,193
4651,313,1,136
11431,973,6,440
11131,935,9,429
25091,767,4,309
25845,292,10,68
25491,398,10,118
5830,645,9,293
29640,683,3,269
8334,45,11,31
48387,699,7,217
10304,563,5,252
48647,752,10,248
18032,737,1,326
26755,952,7,398
48353,873,8,303
1016,629,6,302
9308,110,1,29
30654,495,9,154
40244,908,7,356
6942,745,6,338
3693,207,4,82
16562,588,3,247
7259,638,4,296
49347,973,1,393
43236,214,9,8
5942,553,2,252
48419,717,2,265
37556,899,3,357
1371,104,1,44
28383,611,10,220
24404,860,3,373
8120,96,4,31
6702,349,9,132
9347,402,5,169
36429,452,11,117
40419,396,6,101
26040,360,1,130
38646,196,3,23
46859,445,7,125
38083,443,7,128
23542,986,10,441
43733,193,12,13
9308,425,12,149
40242,101,1,24
35142,40,9,84
45163,710,1,256
31690,417,7,132
8393,349,12,112
5403,244,12,62
4546,796,2,398
37745,421,9,99
29893,800,12,311
10388,782,12,350
42756,804,9,287
37660,913,9,349
24708,874,4,376
25726,940,6,382
15008,457,12,155
37017,291,2,66
1111,299,3,137
18545,242,6,36
41168,606,1,213
3379,682,7,299
31237,956,2,400
46948,890,8,339
22810,528,5,214
42120,361,7,76
18809,948,8,413
9469,636,3,287
28967,61,6,58
10748,195,12,32
24424,264,9,71
21976,272,4,87
24914,293,10,50
31067,978,7,400
43875,353,1,101
13942,623,12,249
20491,30,7,28
5533,171,9,37
24583,208,10,19
38049,979,8,391
28821,695,4,279
31261,657,3,251
38536,230,7,4
30945,992,12,394
18384,116,1,11
29410,840,8,333
13198,358,12,103
30354,66,1,49
8169,839,7,389
41129,755,6,279
32909,994,10,401
4830,76,8,11
22404,94,6,12
28757,273,5,65
36650,682,9,240
34766,590,4,218
16942,856,7,378
33419,971,6,400
17668,617,10,251
17246,189,6,38
25996,165,11,10
4065,858,12,385
11467,52,5,29
45844,534,2,172
22007,815,4,343
3543,276,1,139
29702,145,9,10
29833,978,9,396
11033,132,8,45
35169,834,4,328
17829,824,5,362
5522,361,1,170
21151,67,4,35
36319,383,4,121
27543,806,5,329
38584,417,2,117
31473,214,2,45
8699,870,12,402
3629,756,2,362
41455,744,11,248
11156,340,8,109
18441,813,12,350
31716,157,2,12
7834,374,6,131
19179,864,2,385
27219,89,8,37
38617,830,1,329
16782,601,2,261
16827,502,5,205
10431,739,6,333
37918,731,9,248
45057,78,6,77
10496,790,8,346
24331,408,12,138
40238,872,7,340
47025,370,1,67
24563,865,2,385
4712,888,4,422
29531,358,12,85
46489,696,1,266
33664,776,8,306
46263,615,4,219
13420,455,7,197
6315,469,7,196
6381,396,8,169
10497,978,9,422
30040,410,9,110
33375,500,7,163
14494,840,9,356
32752,133,5,8
26357,765,10,301
17950,793,4,338
16752,922,3,432
38390,191,6,6
5132,37,10,24
42598,254,11,25
29276,329,9,63
40763,914,4,352
21551,688,2,289
27975,742,11,296
3670,300,3,142
10364,850,3,396
27296,215,2,33
25680,134,9,9
19066,416,4,156
29892,691,3,284
11041,686,10,273
10054,582,6,263
12637,437,8,168
11757,303,11,82
42258,604,8,199
28484,347,10,89
13329,360,6,144
34538,641,5,250
28115,817,11,332
27038,240,7,29
37622,28,3,54
36886,928,12,362
10901,101,10,12
18374,851,2,391
47290,313,8,41
33806,394,11,95
18659,553,12,189
49770,434,9,81
24453,118,12,33
31498,701,6,262
5857,721,4,354
17312,637,6,265
2436,851,12,372
28569,989,7,397
25949,796,12,298
8693,401,8,164
46986,882,3,331
38019,959,12,376
10305,523,6,209
33646,466,10,145
28302,699,6,285
11590,363,10,117
41430,444,7,118
4123,644,4,294
5158,859,6,393
9700,325,2,149
11531,167,8,36
28738,868,3,375
10879,751,9,346
6543,473,8,200
47748,957,12,354
48924,52,6,96
43348,751,10,247
19581,520,2,222
37679,338,8,81
14582,716,11,297
44888,212,6,5
31276,892,11,345
39003,199,1,2
5799,886,6,402
26091,537,5,201
29234,410,6,105
47993,540,1,162
25605,376,4,115
37534,592,7,180
32668,483,5,157
5111,949,6,444
25686,694,2,286
8015,118,8,19
7856,167,10,43
17490,589,4,259
36194,746,6,271
15497,335,3,116
24194,201,9,30
45104,566,8,168
6316,322,6,137
39130,577,9,178
5693,618,10,262
42758,23,9,98
30954,797,2,333
48901,126,9,60
22652,94,8,16
15178,59,2,11
44397,658,9,235
15751,714,5,310
1425,138,12,13
4044,92,9,4
12480,571,3,261
44874,223,4,19
39997,996,1,420
2239,115,11,26
7566,298,5,112
20775,162,7,26
37981,134,7,37
4006,495,6,223
8025,903,6,414
20423,152,8,5
40326,187,11,25
26174,933,10,367
27663,264,9,36
34952,296,4,74
28326,994,4,407
32139,278,8,49
48198,65,5,83
9102,365,10,125
47637,866,9,320
8116,914,6,405
13937,256,9,70
31161,72,12,77
5383,167,12,37
21320,718,4,313
5507,552,1,255
15735,109,4,20
30713,252,9,41
17519,746,7,342
3025,900,6,411
20919,70,2,9
38622,684,4,255
39135,855,1,345
36658,647,3,234
20141,413,2,172
30696,233,4,56
4773,470,4,201
25956,358,11,98
16819,370,9,120
2528,668,7,312
21955,304,3,91
45588,952,7,368
6049,897,8,409
34616,602,12,189
21511,264,7,65
11119,569,8,234
11357,747,9,324
17167,658,1,305
46246,603,10,195
23253,245,6,70
35889,846,4,346
46678,460,1,124
30798,493,2,199
5681,463,10,185
15755,815,4,370
1472,431,1,205
33881,833,6,315
14690,265,1,98
26912,602,9,211
7473,726,10,325
42298,519,3,172
19669,970,12,398
34964,569,11,161
17462,136,1,22
21943,769,6,341
39785,383,6,105
36420,933,7,376
11832,223,7,63
6385,370,10,148
31362,338,11,67
15708,378,4,156
24438,536,5,194
18211,959,3,432
15571,508,6,198
22307,688,7,297
12002,126,9,9
37153,759,9,286
23440,673,12,253
2965,845,5,406
33556,191,4,24
3427,677,7,311
36609,538,3,180
26189,874,4,359
26138,884,9,368
7563,977,5,448
15387,832,10,343
6840,547,7,249
16154,339,2,128
25194,56,9,58
47861,518,5,151
23448,684,5,281
31924,284,4,61
24528,714,8,284
30402,687,11,251
5352,668,4,318
1184,927,2,461
11384,421,5,179
15319,621,3,275
21449,971,4,431
42205,237,3,31
11426,349,7,140
8504,205,6,76
34368,400,2,125
41572,228,11,13
47017,582,8,164
39305,307,5,47
33094,107,6,43
15685,963,8,429
9724,155,11,30
6084,177,11,49
35810,813,12,309
17741,939,7,406
17761,174,11,38
14336,482,3,209
21872,239,2,76
14414,478,3,206
5797,186,8,63
4307,341,4,148
47489,710,8,230
33568,860,4,348
3596,581,7,272
18167,832,6,379
23308,531,10,172
25215,106,1,10
12795,564,11,205
15984,294,8,87
13134,160,6,22
11782,737,2,357
43002,755,5,290
22651,644,12,247
25022,809,2,347
19922,935,10,404
15618,372,7,124
18245,24,11,67
19260,401,10,122
11027,743,6,325
14986,787,7,339
46168,353,6,50
4526,494,10,190
27261,947,1,418
45361,49,3,66
2622,366,10,136
39286,941,2,367
30533,613,1,217
36425,512,1,174
19316,767,4,335
9699,514,11,216
14955,875,1,405
32543,407,2,142
36424,892,1,381
17673,854,12,346
24395,272,12,56
39626,649,6,227
24707,958,11,381
20213,49,4,7
11401,642,8,284
22196,931,11,380
26976,785,5,328
9758,730,10,321
2473,826,5,390
14281,361,11,121
49732,828,11,301
33548,306,8,68
19371,964,11,425
29363,416,10,111
13057,528,6,234
41441,956,6,391
20644,263,3,94
29123,240,6,35
24874,175,10,14
24123,402,7,118
15281,767,2,338
4251,339,3,141
23289,392,6,135
6054,550,10,245
35484,234,9,22
42972,386,9,109
47874,133,8,59
2310,219,8,78
30146,44,9,59
30312,953,11,388
31981,140,11,38
49650,761,9,249
5257,630,10,260
16846,877,11,381
23483,22,9,50
27558,917,5,385
44188,792,6,282
14012,464,5,186
34236,273,1,69
39673,39,4,101
46076,223,11,34
49402,825,1,318
29931,995,12,408
33076,376,1,126
15801,147,3,19
10628,377,7,137
9728,311,1,126
18335,193,7,40
44773,752,10,248
29570,374,10,94
23459,900,1,402
41658,56,9,86
8077,329,5,117
2971,680,6,308
47336,936,12,347
34959,623,9,223
46588,601,11,167
41533,103,3,34
44022,529,3,164
4046,463,5,214
45518,439,7,99
13703,224,3,86
9043,507,4,220
38676,798,2,320
44395,107,9,62
3804,271,10,97
11176,742,9,310
4936,874,11,395
32174,50,2,55
18096,888,5,402
24232,440,1,185
43641,847,8,308
26909,80,6,29
45158,598,10,189
9366,245,10,84
20589,944,2,434
48382,982,2,385
7506,354,10,136
29842,858,5,369
18458,598,7,247
22831,659,9,264
9783,130,9,29
12170,510,12,185
15609,291,11,82
41090,832,6,293
45942,53,2,79
24035,231,6,41
17208,319,1,121
36178,392,11,77
14636,144,11,3
10039,122,2,33
15990,737,12,328
7441,139,3,66
9685,701,5,323
14778,566,10,221
46959,913,1,374
27862,350,12,79
28273,777,10,301
29413,871,5,363
43500,945,5,370
4956,328,4,166
7553,589,3,254
24253,431,7,150
24915,418,11,124
3365,953,7,448
7668,325,1,150
6000,672,7,302
4675,642,3,313
13907,182,3,55
18336,642,6,266
20684,683,6,285
29311,907,11,361
16136,84,4,9
44923,637,5,202
13219,235,3,62
4247,622,3,287
5415,933,9,432
7472,973,5,468
23380,45,1,22
38616,688,9,253
28280,603,10,218
22859,63,6,35
34805,109,9,46
49402,152,11,58
9262,180,7,48
12066,763,11,321
16554,399,10,124
8008,280,10,103
23315,402,7,140
16263,388,5,131
17238,130,7,16
39410,695,10,225
17489,96,4,12
18153,228,11,50
48299,32,11,116
44152,940,6,358
25283,589,2,219
47429,917,10,334
12687,875,3,404
23998,567,2,222
29887,44,10,60
47172,565,2,182
5355,159,7,69
34701,294,5,39
42534,389,6,75
6906,893,3,424
13572,241,10,73
13279,56,5,4
44491,894,5,337
11611,148,11,27
9261,335,4,149
5474,342,10,144
26878,452,4,159
29390,237,12,21
27925,866,8,334
17638,961,6,434
24471,267,11,46
5787,130,2,54
47343,835,2,325
8862,751,2,347
44724,727,6,246
11663,166,12,25
17120,363,1,157
23740,528,3,200
37510,524,1,179
3035,571,4,261
35735,153,1,16
2852,483,9,217
44315,883,11,312
40386,210,12,18
47627,182,11,37
9303,475,6,200
45118,80,8,79
1164,24,2,3
40726,56,6,64
35905,479,4,146
11215,236,7,69
31694,756,8,297
32253,747,6,287
25230,158,1,21
17925,637,8,254
7033,118,11,12
3665,699,1,348
28025,980,9,415
24533,283,2,70
46897,618,11,181
13125,615,10,241
21998,243,6,59
39957,30,8,78
24057,346,5,104
14708,717,2,322
19072,369,5,122
6095,398,1,186
32495,963,8,398
48177,250,8,24
41351,160,2,16
2637,637,6,292
15670,784,11,333
39734,975,8,380
38438,68,10,63
29658,470,8,131
6203,794,12,367
22518,510,7,194
9669,224,3,87
48736,888,12,314
3366,428,11,175
19910,426,4,161
32087,70,1,34
1366,194,9,70
49415,756,10,257
10907,280,10,86
40374,499,2,143
31289,753,10,296
33780,242,7,37
20623,288,8,73
36085,829,4,317
21426,912,11,347
49197,920,11,317
8485,938,10,430
34024,337,1,89
26469,404,5,130
16903,605,10,248
4212,645,10,288
39943,238,6,39
28799,73,7,25
47339,219,1,19
17087,903,4,404
8446,662,12,268
30281,358,5,107
15877,723,5,324
25723,710,7,263
13943,917,4,430
11306,324,10,119
37784,818,7,317
21455,771,8,303
25491,264,2,68
6912,861,1,420
30974,648,10,234
28371,227,10,28
34210,743,1,317
36712,530,1,185
4936,278,9,102
34166,399,4,121
26727,182,9,8
49464,757,7,251
29368,360,7,101
3995,951,2,463
40097,595,2,203
35984,947,12,377
45291,777,5,296
27563,549,10,191
23150,53,1,30
23061,843,7,355
30178,342,11,68
36336,200,7,9
1160,982,11,440
16648,366,8,127
41835,725,7,251
37672,211,8,1
4573,598,3,276
35593,740,3,288
14786,897,8,397
29500,698,9,259
10815,265,10,70
22966,264,4,62
14794,697,8,301
32423,827,1,354
34944,934,2,402
22302,742,10,309
22264,152,10,3
20604,216,10,31
28835,929,9,367
8820,366,2,159
2499,68,2,26
24814,83,8,51
25089,643,5,259
8626,887,5,425
33746,716,11,264
17137,123,6,18
22260,950,8,397
37476,232,8,25
27283,536,9,172
2769,138,10,33
43278,875,11,315
47994,780,3,276
16634,698,9,278
40499,914,11,346
11965,261,3,86
28566,299,1,87
34143,443,12,113
49285,382,11,76
20420,769,5,322
26236,325,7,99
7218,736,3,331
9495,505,9,185
34853,333,1,107
14073,532,6,205
12371,702,12,285
18594,186,12,25
12226,413,6,181
11046,789,8,380
44809,82,3,69
38117,291,12,21
5965,56,5,7
47260,35,11,102
14336,785,10,334
20843,362,11,107
18373,365,5,121
46452,867,8,317
7654,558,7,233
32280,978,3,422
41110,642,7,216
23407,252,10,42
3358,595,8,270
27583,628,5,245
29706,435,11,105
7360,924,5,419
4743,286,11,112
8159,345,1,150
33151,945,8,402
1518,763,6,356
17652,930,6,420
13925,462,5,190
48578,579,5,172
6475,881,3,416
37953,741,12,267
38929,95,3,26
43348,266,2,36
10886,847,9,382
12465,599,8,253
12221,332,11,121
25395,595,3,261
3335,713,5,329
37442,611,10,205
5576,362,5,163
48740,734,8,232
1500,201,6,71
27675,974,7,407
9083,745,5,338
42062,954,12,370
16720,651,1,284
6543,418,8,159
4276,260,4,110
31635,866,5,343
25180,733,1,322
7613,943,3,462
45497,311,2,65
2327,73,12,6
41540,164,2,7
11666,375,1,164
27255,617,6,231
21130,496,8,183
23068,41,3,21
19946,350,1,127
21547,311,10,89
20701,255,2,79
6769,48,3,5
25883,714,6,301
14663,957,3,437
39686,179,9,10
38323,929,12,361
36162,549,1,204
23852,569,7,212
21388,120,10,13
34434,309,8,72
23102,396,9,128
22536,192,8,22
13355,362,5,139
3234,947,1,474
40103,897,1,358
32147,598,8,196
24659,210,7,40
45271,458,5,124
40127,574,10,172
17560,654,3,285
47644,809,9,277
24088,362,4,134
3928,727,6,338
41385,864,11,307
41382,144,4,12
29184,627,9,230
21099,909,4,413
5274,688,8,310
25970,571,11,192
26744,379,12,103
38739,522,12,140
9389,192,3,58
18352,906,8,410
22148,413,11,137
32828,480,3,179
3504,704,11,311
39774,139,5,36
29743,292,1,81
29894,377,6,107
31995,405,11,110
41711,932,2,370
18748,895,12,372
24100,877,3,369
34691,906,11,349
23981,953,1,440
33708,952,11,388
11246,338,6,140
46243,280,5,38
33486,300,10,38
31340,348,2,94
20338,143,11,6
4086,495,8,207
26535,297,9,61
15860,112,3,5
18013,978,12,427
8407,566,6,235
34542,842,6,333
25935,147,10,12
42477,551,6,161
35111,792,8,299
11161,186,12,43
24581,850,5,363
33277,255,10,24
22400,51,10,43
12419,250,8,82
41565,210,12,18
20283,861,3,379
1934,955,7,459
35754,676,1,250
22380,632,4,257
15016,610,5,281
39233,527,7,160
23695,476,6,166
25952,691,6,269
43734,274,2,48
16721,298,11,92
2505,990,2,484
6363,719,2,339
49708,992,10,359
44614,741,12,242
2010,772,8,347
48692,75,7,92
47250,668,1,236
20861,125,9,3
25125,600,11,206
10369,721,11,301
4857,211,8,82
27671,297,9,68
10864,563,4,258
33490,194,5,34
11120,789,11,349
21223,654,5,291
33150,104,11,52
45138,967,9,366
3553,747,8,351
16489,235,10,47
5389,33,6,2
22950,56,11,63
12089,46,10,27
42999,683,11,218
4051,595,10,270
39090,89,1,38
29805,173,7,7
30442,457,9,144
45557,784,12,270
3555,290,4,122
13767,560,4,249
1458,93,5,48
49469,815,8,285
17066,590,11,217
5721,774,5,377
13446,860,4,390
7304,168,8,45
47333,525,11,129
43967,29,5,89
35688,663,8,243
14227,521,1,245
41462,81,3,52
7298,407,7,175
40397,914,12,349
46487,793,1,300
38914,749,11,275
11306,251,5,87
3589,867,6,403
38078,603,12,204
36009,547,1,189
14601,569,7,235
8711,708,9,299
22364,464,9,163
34706,340,3,73
30610,913,4,369
38069,102,1,28
4970,453,4,206
4999,36,5,17
22034,388,7,131
37176,687,5,251
47575,703,8,233
42730,927,7,355
17632,601,1,257
14385,602,12,239
6950,274,2,115
36694,475,7,149
8975,662,3,316
22314,580,2,223
24398,552,11,206
26277,411,12,120
27761,339,9,79
32533,239,12,21
7966,718,10,307
42901,433,8,96
7587,51,8,14
23880,734,3,306
6091,807,11,353
42753,773,10,279
32130,35,9,60
18061,428,8,134
23293,847,12,337
2561,192,2,94
42412,668,7,207
48553,198,8,7
4656,890,12,408
22618,592,7,234
21530,516,9,178
22872,955,7,415
29330,123,12,32
17139,336,7,125
33977,726,1,294
5983,787,2,378
40909,995,5,417
43886,607,11,186
22329,802,1,362
37734,200,12,26
43837,151,10,45
9818,682,7,286
11918,174,5,67
43418,378,5,98
2250,254,8,106
5758,779,9,359
38131,184,10,17
3163,736,1,362
43583,446,10,116
35621,696,4,236
18137,507,11,182
33103,232,2,64
22832,944,9,392
2868,785,9,336
49336,176,1,21
42862,708,3,270
20728,94,10,20
39006,454,8,117
29029,197,2,44
40857,815,2,321
29183,861,2,375
23785,664,5,264
19940,656,9,253
6280,331,7,119
38012,851,7,318
3164,146,2,46
28188,396,2,119
48917,364,5,83
15088,244,12,64
19405,36,7,33
3821,516,7,228
23516,492,9,178
11473,884,3,414
47454,330,1,56
43530,777,9,269
39737,156,1,0
13178,494,8,189
39936,236,5,20
28018,215,8,25
18097,220,7,46
15096,385,9,160
40971,738,2,290
4545,547,9,248
25798,419,10,128
1863,544,5,246
17148,609,5,260
22009,233,1,79
18809,360,6,146
19688,348,10,101
1653,978,10,467
9129,138,10,18
27418,444,10,146
24118,712,3,293
1443,855,10,391
28041,861,3,383
24843,886,3,376
22053,392,4,137
31848,668,9,232
38874,198,8,11
38204,451,12,124
43240,739,6,269
36807,964,8,386
29213,421,8,131
9291,413,1,204
44046,902,9,333
17285,585,1,258
27886,98,11,36
14944,802,2,365
36505,926,9,361
24340,443,7,153
31025,137,10,14
2607,387,1,199
3953,125,3,37
45941,124,1,23
6933,322,5,145
12386,649,4,288
48989,913,8,330
5682,760,9,329
48621,167,12,41
45052,885,4,348
12154,169,3,49
10047,835,4,379
23993,275,3,86
11338,101,6,3
15323,35,1,10
38693,920,2,375
24634,212,8,46
27292,742,3,303
39551,93,4,50
46111,296,12,18
10917,80,1,34
11145,992,3,469
30717,970,1,417
40491,555,11,171
17905,554,10,199
31273,362,5,81
27234,414,1,158
14349,962,12,410
2002,277,9,109
40034,217,7,3
33573,72,11,63
28803,670,8,255
12330,290,9,98
27504,220,10,20
15980,415,8,167
8017,397,3,180
42353,910,7,348
17011,695,7,298
19001,623,7,240
18044,554,12,199
39292,942,8,379
6250,107,4,32
41280,417,11,85
24289,201,6,31
34087,886,2,370
11416,302,7,109
26159,552,9,185
37368,580,5,214
6279,209,4,62
26157,224,2,52
16494,987,7,422
46166,63,2,67
26574,319,2,75
26333,659,9,256
34050,720,2,285
33263,701,10,246
33539,298,3,65
15030,732,3,336
23721,404,2,163
49070,656,10,208
6166,823,3,393
8121,330,9,123
15677,897,11,383
32241,547,11,169
17373,876,11,371
22873,293,3,112
38664,501,5,148
2293,825,12,360
23443,470,7,164
40725,551,1,194
19595,550,1,230
10740,544,10,209
13559,36,2,4
43741,737,1,284
40044,49,1,52
22747,489,10,180
41920,830,4,292
8973,323,10,112
16333,574,12,230
31129,112,12,28
1037,901,3,431
39758,597,1,205
33311,650,3,240
39206,840,1,320
49503,603,3,198
29207,865,4,375
44624,181,11,57
34241,992,11,401
1058,861,8,398
3636,347,3,166
31635,986,3,410
15834,800,9,354
16577,749,11,283
28190,273,9,49
8296,459,6,208
22383,590,10,241
46438,563,4,177
25660,870,10,343
43493,139,5,28
3674,994,9,450
49564,841,1,329
44833,533,7,148
23820,649,11,247
20504,568,7,215
26666,998,10,424
44794,116,1,29
3076,890,1,450
38555,389,9,79
33406,436,7,135
41262,276,4,48
26784,147,9,2
22125,378,12,103
24216,175,5,47
3581,676,3,335
16600,76,2,15
31284,601,9,209
21171,967,4,435
26091,575,7,205
15333,743,1,336
31535,706,9,249
24487,672,12,257
11404,95,9,6
44934,177,10,18
34700,104,6,46
19047,341,6,104
42516,328,6,54
16577,549,5,236
25298,303,11,82
16015,919,1,415
26568,61,4,37
49876,913,10,336
27204,904,1,388
32748,153,5,23
27267,633,4,253
22236,668,8,266
33615,423,1,132
2104,512,8,215
18654,241,8,59
46704,248,1,45
43369,825,9,288
4646,471,9,206
22471,325,6,95
26906,847,1,355
22107,928,7,392
48728,138,7,51
15878,630,9,257
10145,881,1,425
24042,957,8,404
19226,343,12,108
3802,940,11,421
25119,178,8,5
28185,258,7,52
7105,415,12,164
3749,339,6,161
43949,866,1,350
35129,208,11,8
25512,328,10,82
37541,268,11,35
14495,557,8,217
3064,720,12,304
31078,525,5,184
